Count,Hash,Compared Hash,Last Release,Next Release,Author's Name,Author's Date,Author's Date Short,Subject,Commit Message,Merge Commit,Merge Conflict,Files Changed,Insertions,Deletions,Sample Files,Sample Modified,Sample Added,Sample Deleted
3544,0c50f0ab1bcfe9bdb1c8cd13ef1dc214c405e580,852e0529bbfb366aa8ae3438ec54f887ea30cd6c,v3.0.0-RC2,v3.0.0-RC3,"Dave Moten","2019-09-13T21:53:16+10:00","2019-09-13","3.x: constrain upstream requests from take (#6569) (#6650)","3.x: constrain upstream requests from take (#6569) (#6650)

",0,0,15 ,117 ,276 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableLimit.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTake.java src/test/java/io/reactivex/rxjava3/flowable/FlowableSubscriberTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableBufferTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableMergeWithMaybeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableMergeWithSingleTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTakeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTakeTest2.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableConcatMapMaybeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableConcatMapSingleTest.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableSwitchMapMaybeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableSwitchMapSingleTest.java src/test/java/io/reactivex/rxjava3/tck/LimitTckTest.java src/test/java/io/reactivex/rxjava3/validators/ParamValidationCheckerTest.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableLimit.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTake.java src/test/java/io/reactivex/rxjava3/flowable/FlowableSubscriberTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableBufferTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableMergeWithMaybeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableMergeWithSingleTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTakeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTakeTest2.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableConcatMapMaybeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableConcatMapSingleTest.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableSwitchMapMaybeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/mixed/FlowableSwitchMapSingleTest.java src/test/java/io/reactivex/rxjava3/tck/LimitTckTest.java src/test/java/io/reactivex/rxjava3/validators/ParamValidationCheckerTest.java ","src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTakeTest2.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableLimit.java "
3545,6518eb93be37d72044bfa66b9d00743e6356213b,0c50f0ab1bcfe9bdb1c8cd13ef1dc214c405e580,v3.0.0-RC2,v3.0.0-RC3,"David Karnok","2019-09-17T09:21:17+02:00","2019-09-17","3.x: Fix size+time bound window not creating windows properly (#6652)","3.x: Fix size+time bound window not creating windows properly (#6652)

",0,0,6 ,105 ,15 ,"src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/rxjava3/flowable/FlowableWindowTests.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java src/test/java/io/reactivex/rxjava3/observable/ObservableWindowTests.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/rxjava3/flowable/FlowableWindowTests.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java src/test/java/io/reactivex/rxjava3/observable/ObservableWindowTests.java ","",""
3546,cc690ff2f757873b11cd075ebc22262f76f28459,fa406d12f016ed96c62459f774e78da7c8877450,v2.2.11-3-gfa406d12f,v2.2.13,"akarnokd","2019-08-28T13:08:50+02:00","2019-08-28","2.x: Avoid using System.getProperties(), some cleanup, up RS 1.0.3","2.x: Avoid using System.getProperties(), some cleanup, up RS 1.0.3",0,0,11 ,99 ,65 ,"src/main/java/io/reactivex/internal/operators/completable/CompletableAndThenCompletable.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublish.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublishAlt.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublishClassic.java src/main/java/io/reactivex/internal/operators/observable/ObservablePublishAlt.java src/main/java/io/reactivex/internal/operators/observable/ObservablePublishClassic.java src/main/java/io/reactivex/internal/schedulers/SchedulerPoolFactory.java src/main/java/io/reactivex/observers/BaseTestConsumer.java src/test/java/io/reactivex/internal/schedulers/SchedulerPoolFactoryTest.java ","src/main/java/io/reactivex/internal/operators/completable/CompletableAndThenCompletable.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublish.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublishAlt.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublishClassic.java src/main/java/io/reactivex/internal/operators/observable/ObservablePublishAlt.java src/main/java/io/reactivex/internal/operators/observable/ObservablePublishClassic.java src/main/java/io/reactivex/internal/schedulers/SchedulerPoolFactory.java src/main/java/io/reactivex/observers/BaseTestConsumer.java src/test/java/io/reactivex/internal/schedulers/SchedulerPoolFactoryTest.java ","",""
3547,71bfcae35b8052c21e8564c417ae0a870eb5ddb8,cc690ff2f757873b11cd075ebc22262f76f28459,v2.2.11-3-gfa406d12f,v2.2.13,"David Karnok","2019-09-13T17:50:08+02:00","2019-09-13","3.x: Fix takeLast(time) last events time window calculation. (#6653)","3.x: Fix takeLast(time) last events time window calculation. (#6653)

",0,0,4 ,56 ,4 ,"src/main/java/io/reactivex/internal/operators/observable/ObservableTakeLastTimed.java src/test/java/io/reactivex/TimesteppingScheduler.java src/test/java/io/reactivex/internal/operators/flowable/FlowableTakeLastTimedTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableTakeLastTimedTest.java ","src/main/java/io/reactivex/internal/operators/observable/ObservableTakeLastTimed.java src/test/java/io/reactivex/TimesteppingScheduler.java src/test/java/io/reactivex/internal/operators/flowable/FlowableTakeLastTimedTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableTakeLastTimedTest.java ","",""
3548,1cf6e3e73a1ac48abca17d8e76b18b946cf86a8a,71bfcae35b8052c21e8564c417ae0a870eb5ddb8,v2.2.11-3-gfa406d12f,v2.2.13,"David Karnok","2019-09-30T12:43:09+02:00","2019-09-30","2.x: Fix size+time bound window not creating windows properly (#6657)","2.x: Fix size+time bound window not creating windows properly (#6657)

",0,0,6 ,106 ,15 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/flowable/FlowableWindowTests.java src/test/java/io/reactivex/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithTimeTest.java src/test/java/io/reactivex/observable/ObservableWindowTests.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/flowable/FlowableWindowTests.java src/test/java/io/reactivex/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithTimeTest.java src/test/java/io/reactivex/observable/ObservableWindowTests.java ","",""
3549,877702e284b78503d9ba13f76ddf76918cbe93a5,6518eb93be37d72044bfa66b9d00743e6356213b,v3.0.0-RC3,v3.0.0-RC4,"David Karnok","2019-10-04T13:11:56+02:00","2019-10-04","3.x: Multiple empty line detection to ignore whitespace (#6662)","3.x: Multiple empty line detection to ignore whitespace (#6662)

* 3.x: style check for two subsequent empty lines in source files

* Remove the separate file.
",0,0,3 ,4 ,5 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTakeTest.java src/test/java/io/reactivex/rxjava3/validators/TooManyEmptyNewLines.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTakeTest.java src/test/java/io/reactivex/rxjava3/validators/TooManyEmptyNewLines.java ","",""
3550,cb7ff83a2444731dd7eca4760e9410a6c2980b6d,877702e284b78503d9ba13f76ddf76918cbe93a5,v3.0.0-RC3,v3.0.0-RC4,"David Karnok","2019-10-05T18:12:45+02:00","2019-10-05","3.x: Fix groupBy group emission in some cases (#6664)","3.x: Fix groupBy group emission in some cases (#6664)

* 3.x: Fix Observable.groupBy group emission in some cases

* Test non-fresh group with value selector failure
",0,0,5 ,133 ,6 ,"src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableGroupBy.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableGroupByTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableGroupBy.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableGroupByTest.java ","",""
3551,e6406b362994bcb4b5c2a00a6c10c6dbde4de3c4,cb7ff83a2444731dd7eca4760e9410a6c2980b6d,v3.0.0-RC3,v3.0.0-RC4,"David Karnok","2019-10-11T08:44:58+02:00","2019-10-11","3.x: Add missing marble diagams to Single (#6668)","3.x: Add missing marble diagams to Single (#6668)

",0,0,1 ,89 ,7 ,"src/main/java/io/reactivex/rxjava3/core/Single.java ","src/main/java/io/reactivex/rxjava3/core/Single.java ","",""
3552,2f27ea4a8905602ebaa3ad492dad1fb642b5a7d1,e6406b362994bcb4b5c2a00a6c10c6dbde4de3c4,v3.0.0-RC3,v3.0.0-RC4,"David Karnok","2019-10-17T15:44:37+02:00","2019-10-17","3.x: Fix concurrent clear() calls when fused chains are canceled (#6676)","3.x: Fix concurrent clear() calls when fused chains are canceled (#6676)

",0,0,9 ,207 ,15 ,"src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableOnBackpressureBuffer.java src/main/java/io/reactivex/rxjava3/processors/UnicastProcessor.java src/main/java/io/reactivex/rxjava3/subjects/UnicastSubject.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableOnBackpressureBufferTest.java src/test/java/io/reactivex/rxjava3/processors/UnicastProcessorTest.java src/test/java/io/reactivex/rxjava3/subjects/UnicastSubjectTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableOnBackpressureBuffer.java src/main/java/io/reactivex/rxjava3/processors/UnicastProcessor.java src/main/java/io/reactivex/rxjava3/subjects/UnicastSubject.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableOnBackpressureBufferTest.java src/test/java/io/reactivex/rxjava3/processors/UnicastProcessorTest.java src/test/java/io/reactivex/rxjava3/subjects/UnicastSubjectTest.java ","",""
3553,c1a919c64a732a2d3a9c3c3d150f38f5bf8455d4,2f27ea4a8905602ebaa3ad492dad1fb642b5a7d1,v3.0.0-RC3,v3.0.0-RC4,"David Karnok","2019-10-17T18:23:40+02:00","2019-10-17","3.x: Fix window(time) possible interrupts while terminating (#6674)","3.x: Fix window(time) possible interrupts while terminating (#6674)

* 3.x: Fix window(time) possible interrupts while terminating

* I don't think the DISPOSE token is necessary after all
",0,0,4 ,503 ,58 ,"src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java ","",""
3554,118f40551140f423cfe093e19833ba592a842ee2,c1a919c64a732a2d3a9c3c3d150f38f5bf8455d4,v3.0.0-RC3,v3.0.0-RC4,"David Karnok","2019-10-18T10:11:45+02:00","2019-10-18","3.x: Fix type inference problem when compiling with newer JDKs (#6682)","3.x: Fix type inference problem when compiling with newer JDKs (#6682)

",0,0,1 ,7 ,6 ,"src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java ","src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java ","",""
3555,70fe91c7f7074cc36df93e3e2b22b077d9786ffe,1cf6e3e73a1ac48abca17d8e76b18b946cf86a8a,v2.2.12-3-g1cf6e3e73,v2.2.14,"David Karnok","2019-10-17T16:38:46+02:00","2019-10-17","2.x: Fix concurrent clear() calls when fused chains are canceled (#6677)","2.x: Fix concurrent clear() calls when fused chains are canceled (#6677)

",0,0,9 ,220 ,16 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableGroupBy.java src/main/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureBuffer.java src/main/java/io/reactivex/processors/UnicastProcessor.java src/main/java/io/reactivex/subjects/UnicastSubject.java src/test/java/io/reactivex/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureBufferTest.java src/test/java/io/reactivex/processors/UnicastProcessorTest.java src/test/java/io/reactivex/subjects/UnicastSubjectTest.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableGroupBy.java src/main/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureBuffer.java src/main/java/io/reactivex/processors/UnicastProcessor.java src/main/java/io/reactivex/subjects/UnicastSubject.java src/test/java/io/reactivex/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureBufferTest.java src/test/java/io/reactivex/processors/UnicastProcessorTest.java src/test/java/io/reactivex/subjects/UnicastSubjectTest.java ","",""
3556,90ae2a39a7cf527c353253d2374474fede58aef4,70fe91c7f7074cc36df93e3e2b22b077d9786ffe,v2.2.12-3-g1cf6e3e73,v2.2.14,"Thiyagarajan","2019-10-18T11:47:18+05:30","2019-10-18","Backport marble diagrams for Single from 3.x (#6681)","Backport marble diagrams for Single from 3.x (#6681)

",0,0,1 ,85 ,6 ,"src/main/java/io/reactivex/Single.java ","src/main/java/io/reactivex/Single.java ","",""
3557,bbaea423449872ae388b338fc9c3111b78087345,90ae2a39a7cf527c353253d2374474fede58aef4,v2.2.12-3-g1cf6e3e73,v2.2.14,"David Karnok","2019-10-29T09:38:44+01:00","2019-10-29","2.x: Fix window(time) possible interrupts while terminating (#6684)","2.x: Fix window(time) possible interrupts while terminating (#6684)

",0,0,4 ,503 ,59 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithTimeTest.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/internal/operators/flowable/FlowableWindowWithTimeTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithTimeTest.java ","",""
3558,8ed6cc1d12e7566b7f76d842a0e2684736f12ab5,118f40551140f423cfe093e19833ba592a842ee2,v3.0.0-RC4,v3.0.0-RC5,"Josemy Duarte","2019-11-04T10:31:06+01:00","2019-11-04","3.x: Update javadoc for observeOn to mention its eagerness (#6700)","3.x: Update javadoc for observeOn to mention its eagerness (#6700)

* Update javadoc for observeOn to mention its eagerness

* Update javadoc order
",0,0,3 ,40 ,12 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java ","",""
3559,df2cdb75c493f15dba72ad3e13b12fe1ac670e54,8ed6cc1d12e7566b7f76d842a0e2684736f12ab5,v3.0.0-RC4,v3.0.0-RC5,"David Karnok","2019-11-12T10:19:12+01:00","2019-11-12","3.x: Fix concurrent clear in observeOn while output-fused (#6708)","3.x: Fix concurrent clear in observeOn while output-fused (#6708)

",0,0,6 ,104 ,17 ,"src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableObserveOn.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableObserveOn.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableObserveOnTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableObserveOnTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableObserveOn.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableObserveOn.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableObserveOnTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableObserveOnTest.java ","",""
3560,999ee67b990058eb98efc47c9cc6c332b7cf9b1d,df2cdb75c493f15dba72ad3e13b12fe1ac670e54,v3.0.0-RC4,v3.0.0-RC5,"David Karnok","2019-11-12T12:04:22+01:00","2019-11-12","3.x: cleanup of some Javadoc parts (#6709)","3.x: cleanup of some Javadoc parts (#6709)

",0,0,3 ,6 ,9 ,"src/test/java/io/reactivex/rxjava3/flowable/FlowableBackpressureTests.java src/test/java/io/reactivex/rxjava3/schedulers/AbstractSchedulerTests.java src/test/java/io/reactivex/rxjava3/schedulers/SchedulerTestHelper.java ","src/test/java/io/reactivex/rxjava3/flowable/FlowableBackpressureTests.java src/test/java/io/reactivex/rxjava3/schedulers/AbstractSchedulerTests.java src/test/java/io/reactivex/rxjava3/schedulers/SchedulerTestHelper.java ","",""
3561,5026999172a0323763bd9e21be4e9a5b8a2c27b6,999ee67b990058eb98efc47c9cc6c332b7cf9b1d,v3.0.0-RC4,v3.0.0-RC5,"David Karnok","2019-11-15T00:06:34+01:00","2019-11-15","3.x: Fix MulticastProcessor not requesting more after limit is reached (#6714)","3.x: Fix MulticastProcessor not requesting more after limit is reached (#6714)

* 3.x: Fix MulticastProcessor not requesting more after limit is reached

* Test for more prefetch values and patterns.
",0,0,6 ,75 ,5 ,"src/main/java/io/reactivex/rxjava3/processors/MulticastProcessor.java src/test/java/io/reactivex/rxjava3/processors/MulticastProcessorTest.java ","src/main/java/io/reactivex/rxjava3/processors/MulticastProcessor.java src/test/java/io/reactivex/rxjava3/processors/MulticastProcessorTest.java ","",""
3562,52dee7dbcd03ff1f6b7fa3fbc1ebdd8663d9213b,bbaea423449872ae388b338fc9c3111b78087345,v2.2.13-3-gbbaea4234,v2.2.15,"David Karnok","2019-11-12T12:05:45+01:00","2019-11-12","2.x: Fix concurrent clear in observeOn while output-fused (#6710)","2.x: Fix concurrent clear in observeOn while output-fused (#6710)

",0,0,7 ,95 ,15 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableObserveOn.java src/main/java/io/reactivex/internal/operators/observable/ObservableObserveOn.java src/test/java/io/reactivex/internal/operators/flowable/FlowableObserveOnTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableObserveOnTest.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableObserveOn.java src/main/java/io/reactivex/internal/operators/observable/ObservableObserveOn.java src/test/java/io/reactivex/internal/operators/flowable/FlowableObserveOnTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableObserveOnTest.java ","",""
3563,aeb5f2c703a0126cf51ca4520e2c4a725cb1e752,52dee7dbcd03ff1f6b7fa3fbc1ebdd8663d9213b,v2.2.13-3-gbbaea4234,v2.2.15,"David Karnok","2019-11-15T00:06:56+01:00","2019-11-15","2.x: Fix MulticastProcessor not requesting more after limit is reached (#6715)","2.x: Fix MulticastProcessor not requesting more after limit is reached (#6715)

",0,0,2 ,38 ,0,"src/main/java/io/reactivex/processors/MulticastProcessor.java src/test/java/io/reactivex/processors/MulticastProcessorTest.java ","src/main/java/io/reactivex/processors/MulticastProcessor.java src/test/java/io/reactivex/processors/MulticastProcessorTest.java ","",""
3564,170f9522a7d5e1c58f38b727d542bed954ee5617,aeb5f2c703a0126cf51ca4520e2c4a725cb1e752,v2.2.13-3-gbbaea4234,v2.2.15,"David Karnok","2019-11-21T09:55:23+01:00","2019-11-21","2.x: Fix parallel() on grouped flowable not replenishing properly (#6720)","2.x: Fix parallel() on grouped flowable not replenishing properly (#6720)

",0,0,2 ,44 ,6 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableGroupBy.java src/test/java/io/reactivex/internal/operators/flowable/FlowableGroupByTest.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableGroupBy.java src/test/java/io/reactivex/internal/operators/flowable/FlowableGroupByTest.java ","",""
3565,5e1bc1780726419b765b983d693fa17fad7ef8a9,170f9522a7d5e1c58f38b727d542bed954ee5617,v2.2.13-3-gbbaea4234,v2.2.15,"David Karnok","2019-11-21T09:55:39+01:00","2019-11-21","2.x: Update javadoc for observeOn to mention its eagerness (#6722)","2.x: Update javadoc for observeOn to mention its eagerness (#6722)

",0,0,2 ,36 ,0,"src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java ","src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java ","",""
3566,7c0793d5fa5bf64c29aadbcaf8e5f6d2d2b4ba39,5026999172a0323763bd9e21be4e9a5b8a2c27b6,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-11-20T14:56:26+01:00","2019-11-20"," 3.x: Fix parallel() on grouped flowable not replenishing properly (#6719)"," 3.x: Fix parallel() on grouped flowable not replenishing properly (#6719)

* 3.x: Fix parallel() on grouped flowable not replenishing properly

* Remove accidental import

* Avoid calling `isEmpty`

* Undo some of the parallel changes

* Undo all changes to ParallelFromPublisher

* Again, undo
",0,0,3 ,60 ,6 ,"src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableObserveOnTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableObserveOnTest.java ","",""
3567,33a498d4c1d48e4cefd9899b246bdbb6d6cae57d,7c0793d5fa5bf64c29aadbcaf8e5f6d2d2b4ba39,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-11-21T09:45:03+01:00","2019-11-21","3.x: observeOn and Schedulers.from eagerness javadoc updates (#6723)","3.x: observeOn and Schedulers.from eagerness javadoc updates (#6723)

",0,0,3 ,26 ,8 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java src/main/java/io/reactivex/rxjava3/schedulers/Schedulers.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java src/main/java/io/reactivex/rxjava3/schedulers/Schedulers.java ","",""
3568,e65cd8d19986ac33b3081e7e6f81b742ec95e936,33a498d4c1d48e4cefd9899b246bdbb6d6cae57d,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-11-28T10:31:02+01:00","2019-11-28","3.x: Fix self-see references, some comments (#6729)","3.x: Fix self-see references, some comments (#6729)

",0,0,5 ,18 ,15 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java src/main/java/io/reactivex/rxjava3/disposables/ActionDisposable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/BlockingFlowableMostRecent.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/BlockingObservableMostRecent.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java src/main/java/io/reactivex/rxjava3/disposables/ActionDisposable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/BlockingFlowableMostRecent.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/BlockingObservableMostRecent.java ","",""
3569,a92a357396c6dbc2ce0a8b460f37fc737b191245,e65cd8d19986ac33b3081e7e6f81b742ec95e936,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-11-28T15:47:54+01:00","2019-11-28","3.x: Update Single.zip marble diagrams (4 cases) (#6732)","3.x: Update Single.zip marble diagrams (4 cases) (#6732)

",0,0,1 ,12 ,13 ,"src/main/java/io/reactivex/rxjava3/core/Single.java ","src/main/java/io/reactivex/rxjava3/core/Single.java ","",""
3570,f20fd8702d95f03b555b566b525d63e3dca855ee,a92a357396c6dbc2ce0a8b460f37fc737b191245,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-11-29T12:23:09+01:00","2019-11-29","3.x: Add Maybe marble diagrams (14 cases) (#6730)","3.x: Add Maybe marble diagrams (14 cases) (#6730)

",0,0,1 ,47 ,27 ,"src/main/java/io/reactivex/rxjava3/core/Maybe.java ","src/main/java/io/reactivex/rxjava3/core/Maybe.java ","",""
